domainID,siteID,plotID,trapID,collectDate,sampleID,taxonID,scientificName
D02,SCBI,SCBI_008,S,6/24/2014,SCBI_008.S.20140624,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,N,6/24/2014,SCBI_008.N.20140624,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,S,6/24/2014,SCBI_008.S.20140624,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_007,E,6/24/2014,SCBI_007.E.20140624,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,S,6/24/2014,SCBI_007.S.20140624,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_007,W,6/24/2014,SCBI_007.W.20140624,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_007,E,6/24/2014,SCBI_007.E.20140624,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_007,W,6/24/2014,SCBI_007.W.20140624,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,E,6/24/2014,SCBI_003.E.20140624,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_003,S,6/24/2014,SCBI_003.S.20140624,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,S,6/24/2014,SCBI_003.S.20140624,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,W,6/24/2014,SCBI_002.W.20140624,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,S,6/24/2014,SCBI_002.S.20140624,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,N,7/8/2014,SCBI_002.N.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_005,S,7/8/2014,SCBI_005.S.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_005,N,7/8/2014,SCBI_005.N.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_004,S,7/8/2014,SCBI_004.S.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_004,W,7/8/2014,SCBI_004.W.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_004,N,7/8/2014,SCBI_004.N.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_033,E,7/8/2014,SCBI_033.E.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_010,S,7/8/2014,SCBI_010.S.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_010,N,7/8/2014,SCBI_010.N.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_010,W,7/8/2014,SCBI_010.W.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,W,7/8/2014,SCBI_008.W.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,N,7/8/2014,SCBI_008.N.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,E,7/8/2014,SCBI_008.E.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,E,7/8/2014,SCBI_008.E.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,W,7/8/2014,SCBI_008.W.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,N,7/8/2014,SCBI_008.N.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,W,7/8/2014,SCBI_007.W.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_007,N,7/8/2014,SCBI_007.N.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_007,N,7/8/2014,SCBI_007.N.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,W,7/8/2014,SCBI_003.W.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,W,7/8/2014,SCBI_003.W.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_003,S,7/8/2014,SCBI_003.S.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_003,E,7/8/2014,SCBI_003.E.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_003,N,7/8/2014,SCBI_003.N.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,S,7/8/2014,SCBI_003.S.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,E,7/8/2014,SCBI_003.E.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,N,7/8/2014,SCBI_003.N.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,W,7/8/2014,SCBI_002.W.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,W,7/8/2014,SCBI_002.W.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_002,E,7/8/2014,SCBI_002.E.20140708,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_002,S,7/8/2014,SCBI_002.S.20140708,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_033,E,7/22/2014,SCBI_033.E.20140722,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_033,W,7/22/2014,SCBI_033.W.20140722,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_010,E,7/22/2014,SCBI_010.E.20140722,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,S,7/22/2014,SCBI_008.S.20140722,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,W,7/22/2014,SCBI_008.W.20140722,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,W,7/22/2014,SCBI_008.W.20140722,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,E,7/22/2014,SCBI_008.E.20140722,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,E,7/22/2014,SCBI_008.E.20140722,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,S,7/22/2014,SCBI_008.S.20140722,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,N,7/22/2014,SCBI_007.N.20140722,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,S,7/22/2014,SCBI_007.S.20140722,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,N,7/22/2014,SCBI_007.N.20140722,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_007,W,7/22/2014,SCBI_007.W.20140722,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,N,7/22/2014,SCBI_003.N.20140722,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_002,N,7/22/2014,SCBI_002.N.20140722,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_005,S,8/5/2014,SCBI_005.S.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_004,E,8/5/2014,SCBI_004.E.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_004,E,8/5/2014,SCBI_004.E.20140805,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_004,S,8/5/2014,SCBI_004.S.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_004,W,8/5/2014,SCBI_004.W.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_033,W,8/5/2014,SCBI_033.W.20140805,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_010,N,8/5/2014,SCBI_010.N.20140805,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_010,N,8/5/2014,SCBI_010.N.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,W,8/5/2014,SCBI_008.W.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,S,8/5/2014,SCBI_008.S.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,E,8/5/2014,SCBI_008.E.20140805,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,E,8/5/2014,SCBI_008.E.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,S,8/5/2014,SCBI_007.S.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,E,8/5/2014,SCBI_007.E.20140805,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_007,E,8/5/2014,SCBI_007.E.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,N,8/5/2014,SCBI_003.N.20140805,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,N,8/5/2014,SCBI_002.N.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_002,W,8/5/2014,SCBI_002.W.20140805,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_002,S,8/19/2014,SCBI_002.S.20140819,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_005,W,8/19/2014,SCBI_005.W.20140819,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_005,N,8/19/2014,SCBI_005.N.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_004,N,8/19/2014,SCBI_004.N.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_004,E,8/19/2014,SCBI_004.E.20140819,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_033,W,8/19/2014,SCBI_033.W.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,S,8/19/2014,SCBI_008.S.20140819,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,E,8/19/2014,SCBI_008.E.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,E,8/19/2014,SCBI_008.E.20140819,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,S,8/19/2014,SCBI_007.S.20140819,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,W,8/19/2014,SCBI_007.W.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_003,N,8/19/2014,SCBI_003.N.20140819,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,W,8/19/2014,SCBI_003.W.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_003,S,8/19/2014,SCBI_003.S.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,N,8/19/2014,SCBI_002.N.20140819,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_002,N,8/19/2014,SCBI_002.N.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,S,8/19/2014,SCBI_002.S.20140819,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_005,N,9/2/2014,SCBI_005.N.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_005,W,9/2/2014,SCBI_005.W.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_005,S,9/2/2014,SCBI_005.S.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_004,E,9/2/2014,SCBI_004.E.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_033,E,9/2/2014,SCBI_033.E.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_033,W,9/2/2014,SCBI_033.W.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_010,S,9/2/2014,SCBI_010.S.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,S,9/2/2014,SCBI_008.S.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,E,9/2/2014,SCBI_008.E.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,S,9/2/2014,SCBI_008.S.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,N,9/2/2014,SCBI_008.N.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,W,9/2/2014,SCBI_008.W.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_008,N,9/2/2014,SCBI_008.N.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,W,9/2/2014,SCBI_007.W.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_007,S,9/2/2014,SCBI_007.S.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_003,N,9/2/2014,SCBI_003.N.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_003,W,9/2/2014,SCBI_003.W.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_002,N,9/2/2014,SCBI_002.N.20140902,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_002,W,9/2/2014,SCBI_002.W.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,N,9/2/2014,SCBI_002.N.20140902,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,S,9/16/2014,SCBI_002.S.20140916,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_002,S,9/16/2014,SCBI_002.S.20140916,CHLEMA,Chlaenius emarginatus
D02,SCBI,SCBI_003,W,9/16/2014,SCBI_003.W.20140916,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_008,N,9/16/2014,SCBI_008.N.20140916,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_012,W,9/16/2014,SCBI_012.W.20140916,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_033,S,9/16/2014,SCBI_033.S.20140916,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_004,N,9/16/2014,SCBI_004.N.20140916,CHLAES,Chlaenius aestivus
D02,SCBI,SCBI_005,N,9/16/2014,SCBI_005.N.20140916,CHLAES,Chlaenius aestivus
D03,DSNY,DSNY_004,N,4/16/2014,DSNY_004.20140416.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_001,E,5/1/2014,DSNY_001.E.20140501,PASSP1,Pasimachus sp.
D03,DSNY,DSNY_021,W,5/1/2014,DSNY_021.W.20140501,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_006,S,5/1/2014,DSNY_006.S.20140501,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_005,N,5/1/2014,DSNY_005.N.20140501,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_021,N,5/14/2014,DSNY_021.N.20140514,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_021,W,5/29/2014,DSNY_021.20140529.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_021,W,5/29/2014,DSNY_021.W.20140529,SELFOS,Selenophorus fossulatus
D03,DSNY,DSNY_016,N,5/29/2014,DSNY_016.N.20140529,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,E,5/29/2014,DSNY_016.20140529.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_007,N,5/29/2014,DSNY_007.N.20140529,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_007,S,5/29/2014,DSNY_007.20140529.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_021,W,6/11/2014,DSNY_021.W.20140611,SELFOS,Selenophorus fossulatus
D03,DSNY,DSNY_021,W,6/11/2014,DSNY_021.20140611.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,E,6/11/2014,DSNY_016.E.20140611,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,N,6/11/2014,DSNY_016.N.20140611,TETLAE,Tetragonoderus laevigatus
D03,DSNY,DSNY_007,N,6/11/2014,DSNY_007.N.20140611,SELFOS,Selenophorus fossulatus
D03,DSNY,DSNY_003,S,6/11/2014,DSNY_003.20140611.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_003,E,6/11/2014,DSNY_003.E.20140611,SELFOS,Selenophorus fossulatus
D03,DSNY,DSNY_002,S,6/11/2014,DSNY_002.S.20140611,SELFOS,Selenophorus fossulatus
D03,DSNY,DSNY_002,N,6/11/2014,DSNY_002.20140611.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_001,S,6/11/2014,DSNY_001.S.20140611,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_021,W,6/26/2014,DSNY_021.W.20140626,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,N,6/26/2014,DSNY_016.N.20140626,TETLAE,Tetragonoderus laevigatus
D03,DSNY,DSNY_016,E,6/26/2014,DSNY_016.E.20140626,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,S,6/26/2014,DSNY_016.S.20140626,TETLAE,Tetragonoderus laevigatus
D03,DSNY,DSNY_007,S,6/26/2014,DSNY_007.20140626.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_003,S,6/26/2014,DSNY_003.20140626.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_002,W,6/26/2014,DSNY_002.W.20140626,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,W,7/9/2014,DSNY_016.W.20140709,TETLAE,Tetragonoderus laevigatus
D03,DSNY,DSNY_021,W,8/6/2014,DSNY_021.W.20140806,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,E,8/6/2014,DSNY_016.E.20140806,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,S,8/6/2014,DSNY_016.S.20140806,TETLAE,Tetragonoderus laevigatus
D03,DSNY,DSNY_006,E,8/6/2014,DSNY_006.20140806.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_005,W,8/6/2014,DSNY_005.20140806.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_002,W,8/6/2014,DSNY_002.W.20140806,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,N,8/20/2014,DSNY_016.20140820.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,N,8/20/2014,DSNY_016.N.20140820,TETLAE,Tetragonoderus laevigatus
D03,DSNY,DSNY_006,E,8/20/2014,DSNY_006.20140820.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_005,N,8/20/2014,DSNY_005.20140820.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_001,W,8/20/2014,DSNY_001.W.20140820,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_002,E,9/3/2014,DSNY_002.20140903.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_002,W,9/3/2014,DSNY_002.W.20140903,SELFOS,Selenophorus fossulatus
D03,DSNY,DSNY_003,S,9/3/2014,DSNY_003.S.20140903,SELFOS,Selenophorus fossulatus
D03,DSNY,DSNY_003,S,9/3/2014,DSNY_003.20140903.P,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_005,E,9/3/2014,DSNY_005.E.20140903,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_006,W,9/3/2014,DSNY_006.W.20140903,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_007,S,9/3/2014,DSNY_007.S.20140903,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_007,W,9/3/2014,DSNY_007.W.20140903,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,W,9/3/2014,DSNY_016.W.20140903,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,N,9/3/2014,DSNY_016.N.20140903,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_016,E,9/3/2014,DSNY_016.E.20140903,PASSUB1,Pasimachus sublaevis
D03,DSNY,DSNY_021,N,9/3/2014,DSNY_021.N.20140903,PASSUB1,Pasimachus sublaevis
D03,JERC,JERC_007,N,6/18/2014,JERC_007.20140618.P,PASSUB1,Pasimachus sublaevis
D03,JERC,JERC_007,N,7/2/2014,JERC_007.20140702.P,PASSUB1,Pasimachus sublaevis
D03,JERC,JERC_001,N,7/16/2014,JERC_001.N.20140716,PASSUB1,Pasimachus sublaevis
D03,JERC,JERC_001,N,7/30/2014,JERC_001.N.20140730,PASSUB2,Pasimachus subsulcatus
D03,JERC,JERC_001,N,8/13/2014,JERC_001.N.20140813,PASSUB2,Pasimachus subsulcatus
D03,JERC,JERC_007,N,8/27/2014,JERC_007.20140827.P,PASSUB1,Pasimachus sublaevis
D03,JERC,JERC_001,N,9/10/2014,JERC_001.N.20140910,PASSUB2,Pasimachus subsulcatus
D03,JERC,JERC_001,W,9/10/2014,JERC_001.W.20140910,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_004,N,4/14/2014,OSBS_004.N.20140414,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_002,S,4/14/2014,OSBS_002.20140414.P,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_003,N,4/14/2014,OSBS_003.20140414.P,PASSUB1,Pasimachus sublaevis
D03,OSBS,OSBS_003,N,4/28/2014,OSBS_003.20140428.P,PASSUB1,Pasimachus sublaevis
D03,OSBS,OSBS_006,E,4/28/2014,OSBS_006.E.20140428,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_002,N,4/28/2014,OSBS_002.N.20140428,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_004,N,5/12/2014,OSBS_004.N.20140512,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_004,W,5/12/2014,OSBS_004.W.20140512,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_003,W,5/12/2014,OSBS_003.W.20140512,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_005,W,5/27/2014,OSBS_005.W.20140527,PASSUB1,Pasimachus sublaevis
D03,OSBS,OSBS_004,E,5/27/2014,OSBS_004.E.20140527,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_004,W,5/27/2014,OSBS_004.W.20140527,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_004,N,5/27/2014,OSBS_004.20140527.P,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_003,W,5/27/2014,OSBS_003.W.20140527,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_003,N,5/27/2014,OSBS_003.N.20140527,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_007,W,6/9/2014,OSBS_007.W.20140609,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_003,E,6/9/2014,OSBS_003.E.20140609,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_004,W,6/27/2014,OSBS_004.W.20140627,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_004,E,6/27/2014,OSBS_004.E.20140627,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_002,E,6/27/2014,OSBS_002.E.20140627,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_003,N,6/27/2014,OSBS_003.N.20140627,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_008,N,7/7/2014,OSBS_008.N.20140707,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_003,N,7/7/2014,OSBS_003.N.20140707,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_003,W,7/7/2014,OSBS_003.W.20140707,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_004,E,7/21/2014,OSBS_004.E.20140721,PASSTR,Pasimachus strenuus
D03,OSBS,OSBS_003,E,7/21/2014,OSBS_003.E.20140721,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_003,N,7/21/2014,OSBS_003.N.20140721,PASSUB2,Pasimachus subsulcatus
D03,OSBS,OSBS_003,N,7/21/2014,OSBS_003.N.20140721,PASSTR,Pasimachus strenuus
