domainID,siteID,plotID,trapID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,boutNumber,eventID,sampleID,daysOfTrapping,cupStatus,lidStatus,fluidLevel,trapReset,samplingProtocol,recordedBy,remarks,duplicateCollectionEventQF,beetleAbundance,beetleRichness,beetleRichnessNoMorphospecies,numMammalsCaught,numHerpsCaught,invertBycatchPresent
D01,BART,BART_066,W,mixedForest,44.056759,-71.310651,WGS84,1.2,502.6,0.2,7/10/2014,7/24/2014,3,BET.BART_066.2014.3,BART_066.W.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,2,2,2,0,0,0
D01,BART,BART_066,E,mixedForest,44.056769,-71.310152,WGS84,1.2,502.6,0.2,7/10/2014,7/24/2014,3,BET.BART_066.2014.3,BART_066.E.20140724,14,ok,ok,low,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,2,2,2,0,0,0
D01,BART,BART_066,S,mixedForest,44.056584,-71.310395,WGS84,1.2,502.6,0.2,7/10/2014,7/24/2014,3,BET.BART_066.2014.3,BART_066.S.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,4,3,3,0,0,0
D01,BART,BART_028,N,evergreenForest,44.054255,-71.306539,WGS84,1.2,485.7,0.2,7/10/2014,7/24/2014,3,BET.BART_028.2014.3,BART_028.N.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,,0,3,3,2,0,1,1
D01,BART,BART_028,S,evergreenForest,44.053895,-71.306525,WGS84,1.2,485.7,0.2,7/10/2014,7/24/2014,3,BET.BART_028.2014.3,BART_028.S.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,,0,4,3,3,0,0,0
D01,BART,BART_028,W,evergreenForest,44.05407,-71.306781,WGS84,1.2,485.7,0.2,7/10/2014,7/24/2014,3,BET.BART_028.2014.3,BART_028.W.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,,0,3,2,2,0,0,0
D01,BART,BART_028,E,evergreenForest,44.05408,-71.306282,WGS84,1.2,485.7,0.2,7/10/2014,7/24/2014,3,BET.BART_028.2014.3,BART_028.E.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,,0,1,1,1,0,0,0
D01,BART,BART_025,W,evergreenForest,44.059381,-71.313392,WGS84,1.2,542.8,0.3,7/10/2014,7/24/2014,3,BET.BART_025.2014.3,BART_025.W.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,2,2,2,0,0,0
D01,BART,BART_025,S,evergreenForest,44.059206,-71.313135,WGS84,1.2,542.8,0.3,7/10/2014,7/24/2014,3,BET.BART_025.2014.3,BART_025.S.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,6,3,3,0,0,0
D01,BART,BART_025,E,evergreenForest,44.059391,-71.312893,WGS84,1.2,542.8,0.3,7/10/2014,7/24/2014,3,BET.BART_025.2014.3,BART_025.E.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,5,4,4,0,0,0
D01,BART,BART_025,N,evergreenForest,44.059566,-71.313149,WGS84,1.2,542.8,0.3,7/10/2014,7/24/2014,3,BET.BART_025.2014.3,BART_025.N.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,10,3,3,0,0,0
D01,BART,BART_018,W,mixedForest,44.058469,-71.278107,WGS84,1.2,315.5,0.4,7/10/2014,7/24/2014,3,BET.BART_018.2014.3,BART_018.W.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,8,2,2,0,0,0
D01,BART,BART_018,N,mixedForest,44.058654,-71.277864,WGS84,1.2,315.5,0.4,7/10/2014,7/24/2014,3,BET.BART_018.2014.3,BART_018.N.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,8,3,3,0,0,1
D01,BART,BART_018,S,mixedForest,44.058294,-71.27785,WGS84,1.2,315.5,0.4,7/10/2014,7/24/2014,3,BET.BART_018.2014.3,BART_018.S.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,0,0,0,0,0,0
D01,BART,BART_018,E,mixedForest,44.058479,-71.277608,WGS84,1.2,315.5,0.4,7/10/2014,7/24/2014,3,BET.BART_018.2014.3,BART_018.E.20140724,14,ok,ok,ok,Y,NEON.DOC.014050,bWvVSKjgptV89BwHA3h10JNaeV+PHmDU,,0,3,2,2,0,0,0
D01,BART,BART_002,N,deciduousForest,44.035261,-71.272857,WGS84,1.2,550.8,0.4,7/10/2014,7/24/2014,3,BET.BART_002.2014.3,BART_002.N.20140724,14,ok,ok,,Y,NEON.DOC.014050,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,,0,5,2,2,0,1,1
D01,BART,BART_002,S,deciduousForest,44.034901,-71.272843,WGS84,1.2,550.8,0.4,7/10/2014,7/24/2014,3,BET.BART_002.2014.3,BART_002.S.20140724,14,disturbed,disturbed,low,Y,NEON.DOC.014050,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,Bear disturbed south trap.  Cover pulled off and bowl empty and torn out.,0,1,1,0,0,0,0
D01,BART,BART_002,E,deciduousForest,44.035086,-71.272601,WGS84,1.2,550.8,0.4,7/10/2014,7/24/2014,3,BET.BART_002.2014.3,BART_002.E.20140724,14,ok,ok,,Y,NEON.DOC.014050,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,,0,3,3,3,0,0,0
D01,BART,BART_002,W,deciduousForest,44.035076,-71.2731,WGS84,1.2,550.8,0.4,7/24/2014,8/7/2014,4,BET.BART_002.2014.4,BART_002.W.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,,0,3,2,2,0,0,0
D01,BART,BART_031,W,evergreenForest,44.055528,-71.305344,WGS84,1.3,414,0.4,7/24/2014,8/7/2014,4,BET.BART_031.2014.4,BART_031.W.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,0,0,0,0,0,0
D01,BART,BART_031,E,evergreenForest,44.055538,-71.304845,WGS84,1.3,414,0.4,7/24/2014,8/7/2014,4,BET.BART_031.2014.4,BART_031.E.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,1,1,1,0,0,0
D01,BART,BART_031,N,evergreenForest,44.055713,-71.305102,WGS84,1.3,414,0.4,7/24/2014,8/7/2014,4,BET.BART_031.2014.4,BART_031.N.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,4,4,4,0,1,1
D01,BART,BART_031,S,evergreenForest,44.055353,-71.305088,WGS84,1.3,414,0.4,7/24/2014,8/7/2014,4,BET.BART_031.2014.4,BART_031.S.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,4,3,3,0,0,0
D01,BART,BART_068,S,mixedForest,44.052249,-71.309465,WGS84,1.3,553.4,0.3,7/24/2014,8/7/2014,4,BET.BART_068.2014.4,BART_068.S.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,7,3,3,0,0,0
D01,BART,BART_068,N,mixedForest,44.052609,-71.309479,WGS84,1.3,553.4,0.3,7/24/2014,8/7/2014,4,BET.BART_068.2014.4,BART_068.N.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,Cup rim slightly above ground.  ,0,1,1,1,0,0,1
D01,BART,BART_068,E,mixedForest,44.052434,-71.309223,WGS84,1.3,553.4,0.3,7/24/2014,8/7/2014,4,BET.BART_068.2014.4,BART_068.E.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,8,4,4,0,1,0
D01,BART,BART_068,W,mixedForest,44.052424,-71.309722,WGS84,1.3,553.4,0.3,7/24/2014,8/7/2014,4,BET.BART_068.2014.4,BART_068.W.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,4,1,1,0,0,0
D01,BART,BART_066,N,mixedForest,44.056944,-71.310409,WGS84,1.2,502.6,0.2,7/24/2014,8/7/2014,4,BET.BART_066.2014.4,BART_066.N.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,2,1,1,0,2,1
D01,BART,BART_066,W,mixedForest,44.056759,-71.310651,WGS84,1.2,502.6,0.2,7/24/2014,8/7/2014,4,BET.BART_066.2014.4,BART_066.W.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,1,1,1,0,0,0
D01,BART,BART_066,E,mixedForest,44.056769,-71.310152,WGS84,1.2,502.6,0.2,7/24/2014,8/7/2014,4,BET.BART_066.2014.4,BART_066.E.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,3,3,3,0,0,0
D01,BART,BART_066,S,mixedForest,44.056584,-71.310395,WGS84,1.2,502.6,0.2,7/24/2014,8/7/2014,4,BET.BART_066.2014.4,BART_066.S.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,2,1,1,0,0,0
D01,BART,BART_028,E,evergreenForest,44.05408,-71.306282,WGS84,1.2,485.7,0.2,7/24/2014,8/7/2014,4,BET.BART_028.2014.4,BART_028.E.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,2,2,2,0,0,0
D01,BART,BART_028,S,evergreenForest,44.053895,-71.306525,WGS84,1.2,485.7,0.2,7/24/2014,8/7/2014,4,BET.BART_028.2014.4,BART_028.S.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,10,3,3,0,0,0
D01,BART,BART_028,W,evergreenForest,44.05407,-71.306781,WGS84,1.2,485.7,0.2,7/24/2014,8/7/2014,4,BET.BART_028.2014.4,BART_028.W.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,5,3,3,0,1,0
D01,BART,BART_028,N,evergreenForest,44.054255,-71.306539,WGS84,1.2,485.7,0.2,7/24/2014,8/7/2014,4,BET.BART_028.2014.4,BART_028.N.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,Cup rim slightly above ground.  ,0,1,1,1,0,0,1
D01,BART,BART_025,N,evergreenForest,44.059566,-71.313149,WGS84,1.2,542.8,0.3,7/24/2014,8/7/2014,4,BET.BART_025.2014.4,BART_025.N.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,5,2,2,0,0,1
D01,BART,BART_025,W,evergreenForest,44.059381,-71.313392,WGS84,1.2,542.8,0.3,7/24/2014,8/7/2014,4,BET.BART_025.2014.4,BART_025.W.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,2,1,1,0,0,0
D01,BART,BART_025,S,evergreenForest,44.059206,-71.313135,WGS84,1.2,542.8,0.3,7/24/2014,8/7/2014,4,BET.BART_025.2014.4,BART_025.S.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,0,0,0,0,0,0
D01,BART,BART_025,E,evergreenForest,44.059391,-71.312893,WGS84,1.2,542.8,0.3,7/24/2014,8/7/2014,4,BET.BART_025.2014.4,BART_025.E.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,,0,1,1,1,0,0,0
D01,BART,BART_018,S,mixedForest,44.058294,-71.27785,WGS84,1.2,315.5,0.4,7/24/2014,8/7/2014,4,BET.BART_018.2014.4,BART_018.S.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,,0,1,1,1,0,1,0
D01,BART,BART_018,N,mixedForest,44.058654,-71.277864,WGS84,1.2,315.5,0.4,7/24/2014,8/7/2014,4,BET.BART_018.2014.4,BART_018.N.20140807,14,ok,disturbed,ok,Y,NEON.DOC.014050,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,,0,8,3,3,0,0,1
D01,BART,BART_018,E,mixedForest,44.058479,-71.277608,WGS84,1.2,315.5,0.4,7/24/2014,8/7/2014,4,BET.BART_018.2014.4,BART_018.E.20140807,14,ok,disturbed,high,Y,NEON.DOC.014050,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,,0,1,1,1,0,0,0
D01,BART,BART_018,W,mixedForest,44.058469,-71.278107,WGS84,1.2,315.5,0.4,7/24/2014,8/7/2014,4,BET.BART_018.2014.4,BART_018.W.20140807,14,disturbed,disturbed,low,Y,NEON.DOC.014050,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,,0,0,0,0,0,0,0
D01,BART,BART_002,N,deciduousForest,44.035261,-71.272857,WGS84,1.2,550.8,0.4,7/24/2014,8/7/2014,4,BET.BART_002.2014.4,BART_002.N.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,,0,3,1,1,0,3,1
D01,BART,BART_002,S,deciduousForest,44.034901,-71.272843,WGS84,1.2,550.8,0.4,7/24/2014,8/7/2014,4,BET.BART_002.2014.4,BART_002.S.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,,0,6,3,3,0,0,0
D01,BART,BART_002,E,deciduousForest,44.035086,-71.272601,WGS84,1.2,550.8,0.4,7/24/2014,8/7/2014,4,BET.BART_002.2014.4,BART_002.E.20140807,14,ok,ok,ok,Y,NEON.DOC.014050,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,,0,2,1,1,0,0,0
D01,BART,BART_002,E,deciduousForest,44.035086,-71.272601,WGS84,1.2,550.8,0.4,8/7/2014,8/21/2014,5,BET.BART_002.2014.5,BART_002.E.20140821,14,ok,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,4,2,2,0,0,0
D01,BART,BART_031,N,evergreenForest,44.055713,-71.305102,WGS84,1.3,414,0.4,8/7/2014,8/21/2014,5,BET.BART_031.2014.5,BART_031.N.20140821,14,ok,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,4,2,2,0,0,1
D01,BART,BART_031,W,evergreenForest,44.055528,-71.305344,WGS84,1.3,414,0.4,8/7/2014,8/21/2014,5,BET.BART_031.2014.5,BART_031.W.20140821,14,ok,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,1,1,1,0,0,0
D01,BART,BART_031,E,evergreenForest,44.055538,-71.304845,WGS84,1.3,414,0.4,8/7/2014,8/21/2014,5,BET.BART_031.2014.5,BART_031.E.20140821,14,ok,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,7,3,3,0,0,0
D01,BART,BART_031,S,evergreenForest,44.055353,-71.305088,WGS84,1.3,414,0.4,8/7/2014,8/21/2014,5,BET.BART_031.2014.5,BART_031.S.20140821,14,missing,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,4,2,2,0,0,0
D01,BART,BART_068,W,mixedForest,44.052424,-71.309722,WGS84,1.3,553.4,0.3,8/7/2014,8/21/2014,5,BET.BART_068.2014.5,BART_068.W.20140821,14,ok,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,3,2,2,0,0,0
D01,BART,BART_068,S,mixedForest,44.052249,-71.309465,WGS84,1.3,553.4,0.3,8/7/2014,8/21/2014,5,BET.BART_068.2014.5,BART_068.S.20140821,14,ok,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,2,1,1,0,0,0
D01,BART,BART_068,E,mixedForest,44.052434,-71.309223,WGS84,1.3,553.4,0.3,8/7/2014,8/21/2014,5,BET.BART_068.2014.5,BART_068.E.20140821,14,ok,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,4,2,2,0,0,0
D01,BART,BART_068,N,mixedForest,44.052609,-71.309479,WGS84,1.3,553.4,0.3,8/7/2014,8/21/2014,5,BET.BART_068.2014.5,BART_068.N.20140821,14,ok,ok,ok,Y,NEON.DOC.014050,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,,0,4,2,2,0,0,1
