domainID,siteID,plotID,trapID,collectDate,etOHChangeDate,processingDate,identifiedDate,associatedSampleID,sampleID,targetTaxaPresent,sampleType,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,individualCount,identificationReferences,identifiedBy,recordedBy,remarks,duplicateSampleIDQF
D01,BART,BART_025,N,7/10/2014,7/11/2014,7/11/2014,,BART_025.N.20140710.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_002,N,7/10/2014,7/11/2014,7/11/2014,,BART_002.N.20140710.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_002,N,7/10/2014,7/11/2014,7/11/2014,,BART_002.20140710.IB.01,BART_002.20140710.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_002,N,7/24/2014,7/25/2014,7/25/2014,7/25/2014,BART_002.N.20140724.PLECIN.01,BART_002.N.20140724.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,1,NA,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_031,S,7/24/2014,7/25/2014,7/25/2014,7/25/2014,BART_031.S.20140724.PLECIN.01,BART_031.S.20140724.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,1,NA,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_031,N,7/24/2014,7/25/2014,7/25/2014,,BART_031.N.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_031,N,7/24/2014,7/25/2014,7/25/2014,,BART_031.20140724.IB.01,BART_031.20140724.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_031,E,7/24/2014,7/25/2014,7/25/2014,,BART_031.E.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_031,S,7/24/2014,7/25/2014,7/25/2014,,BART_031.S.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_068,N,7/24/2014,7/25/2014,7/25/2014,,BART_068.N.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_068,E,7/24/2014,7/25/2014,7/25/2014,,BART_068.E.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_068,N,7/24/2014,7/25/2014,7/25/2014,,BART_068.20140724.IB.01,BART_068.20140724.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_068,S,7/24/2014,7/25/2014,7/25/2014,,BART_068.S.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_068,W,7/24/2014,7/25/2014,7/25/2014,,BART_068.W.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_066,N,7/24/2014,7/25/2014,7/25/2014,,BART_066.N.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_066,S,7/24/2014,7/25/2014,7/25/2014,,BART_066.S.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_066,W,7/24/2014,7/25/2014,7/25/2014,,BART_066.W.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_066,N,7/24/2014,7/25/2014,7/25/2014,,BART_066.20140724.IB.01,BART_066.20140724.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_066,E,7/24/2014,7/25/2014,7/25/2014,,BART_066.E.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_028,N,7/24/2014,7/25/2014,7/25/2014,,BART_028.N.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_028,S,7/24/2014,7/25/2014,7/25/2014,,BART_028.S.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_028,N,7/24/2014,7/25/2014,7/25/2014,7/25/2014,BART_028.N.20140724.PLECIN.01,BART_028.N.20140724.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,1,NA,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_028,W,7/24/2014,7/25/2014,7/25/2014,,BART_028.W.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_028,N,7/24/2014,7/25/2014,7/25/2014,,BART_028.20140724.IB.01,BART_028.20140724.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_028,E,7/24/2014,7/25/2014,7/25/2014,,BART_028.E.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_025,W,7/24/2014,7/25/2014,7/25/2014,,BART_025.W.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_025,E,7/24/2014,7/25/2014,7/25/2014,,BART_025.E.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_025,S,7/24/2014,7/25/2014,7/25/2014,,BART_025.S.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_025,N,7/24/2014,7/25/2014,7/25/2014,,BART_025.N.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_018,E,7/24/2014,7/25/2014,7/25/2014,,BART_018.E.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_018,W,7/24/2014,7/25/2014,7/25/2014,,BART_018.W.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_018,N,7/24/2014,7/25/2014,7/25/2014,,BART_018.20140724.IB.01,BART_018.20140724.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_018,N,7/24/2014,7/25/2014,7/25/2014,,BART_018.N.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_002,S,7/24/2014,7/25/2014,7/25/2014,,BART_002.S.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_002,N,7/24/2014,7/25/2014,7/25/2014,,BART_002.N.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_002,N,7/24/2014,7/25/2014,7/25/2014,,BART_002.20140724.IB.01,BART_002.20140724.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_002,E,7/24/2014,7/25/2014,7/25/2014,,BART_002.E.20140724.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT,NA,0
D01,BART,BART_002,S,8/7/2014,8/8/2014,8/8/2014,,BART_002.S.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_031,N,8/7/2014,8/8/2014,8/8/2014,,BART_031.N.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_031,N,8/7/2014,8/8/2014,8/8/2014,,BART_031.20140807.IB.01,BART_031.20140807.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_031,S,8/7/2014,8/8/2014,8/8/2014,,BART_031.S.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_031,E,8/7/2014,8/8/2014,8/8/2014,,BART_031.E.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_031,N,8/7/2014,8/8/2014,8/8/2014,8/8/2014,BART_031.N.20140807.PLECIN.01,BART_031.N.20140807.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,1,NA,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_068,E,8/7/2014,8/8/2014,8/8/2014,,BART_068.E.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_068,S,8/7/2014,8/8/2014,8/8/2014,,BART_068.S.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_068,W,8/7/2014,8/8/2014,8/8/2014,,BART_068.W.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_068,E,8/7/2014,8/8/2014,8/8/2014,8/8/2014,BART_068.E.20140807.PLECIN.01,BART_068.E.20140807.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,1,NA,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_068,N,8/7/2014,8/8/2014,8/8/2014,,BART_068.N.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_068,N,8/7/2014,8/8/2014,8/8/2014,,BART_068.20140807.IB.01,BART_068.20140807.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_066,N,8/7/2014,8/8/2014,8/8/2014,,BART_066.20140807.IB.01,BART_066.20140807.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_066,S,8/7/2014,8/8/2014,8/8/2014,,BART_066.S.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_066,E,8/7/2014,8/8/2014,8/8/2014,,BART_066.E.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_066,N,8/7/2014,8/8/2014,8/8/2014,8/8/2014,BART_066.N.20140807.PLECIN.01,BART_066.20140807.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,2,NA,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_066,W,8/7/2014,8/8/2014,8/8/2014,,BART_066.W.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_066,N,8/7/2014,8/8/2014,8/8/2014,,BART_066.N.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_028,W,8/7/2014,8/8/2014,8/8/2014,,BART_028.W.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_028,N,8/7/2014,8/8/2014,8/8/2014,,BART_028.20140807.IB.01,BART_028.20140807.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_028,S,8/7/2014,8/8/2014,8/8/2014,,BART_028.S.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_028,N,8/7/2014,8/8/2014,8/8/2014,,BART_028.N.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_028,E,8/7/2014,8/8/2014,8/8/2014,,BART_028.E.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_028,W,8/7/2014,8/8/2014,8/8/2014,8/8/2014,BART_028.W.20140807.PLECIN.01,BART_028.W.20140807.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,1,NA,bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_025,N,8/7/2014,8/8/2014,8/8/2014,,BART_025.N.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_025,E,8/7/2014,8/8/2014,8/8/2014,,BART_025.E.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_025,N,8/7/2014,8/8/2014,8/8/2014,,BART_025.20140807.IB.01,BART_025.20140807.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_025,W,8/7/2014,8/8/2014,8/8/2014,,BART_025.W.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,NA,0
D01,BART,BART_018,E,8/7/2014,8/8/2014,8/8/2014,,BART_018.E.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_018,S,8/7/2014,8/8/2014,8/8/2014,8/8/2014,BART_018.S.20140807.PLECIN.01,BART_018.S.20140807.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,1,NA,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_018,N,8/7/2014,8/8/2014,8/8/2014,,BART_018.N.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_018,S,8/7/2014,8/8/2014,8/8/2014,,BART_018.S.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_018,N,8/7/2014,8/8/2014,8/8/2014,,BART_018.20140807.IB.01,BART_018.20140807.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_002,N,8/7/2014,8/8/2014,8/8/2014,8/8/2014,BART_002.N.20140807.PLECIN.01,BART_002.20140807.PLECIN.01,N,vert bycatch herp,PLECIN,Plethodon cinereus,species,NA,Green,NA,3,NA,5nSNnSHYvIu2L30FLkRVEImU5PGdjam1,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_002,N,8/7/2014,8/8/2014,8/8/2014,,BART_002.20140807.IB.01,BART_002.20140807.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_002,W,8/7/2014,8/8/2014,8/8/2014,,BART_002.W.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_002,E,8/7/2014,8/8/2014,8/8/2014,,BART_002.E.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_002,N,8/7/2014,8/8/2014,8/8/2014,,BART_002.N.20140807.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,Sikrq0vhwvQkgp88jX4iHJSBncPL0qND,NA,0
D01,BART,BART_002,S,8/21/2014,8/22/2014,8/22/2014,,BART_002.S.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_031,E,8/21/2014,8/22/2014,8/22/2014,,BART_031.E.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_031,W,8/21/2014,8/22/2014,8/22/2014,,BART_031.W.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_031,N,8/21/2014,8/22/2014,8/22/2014,,BART_031.20140821.IB.01,BART_031.20140821.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_031,S,8/21/2014,8/22/2014,8/22/2014,,BART_031.S.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_031,N,8/21/2014,8/22/2014,8/22/2014,,BART_031.N.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_068,E,8/21/2014,8/22/2014,8/22/2014,,BART_068.E.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_068,W,8/21/2014,8/22/2014,8/22/2014,,BART_068.W.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_068,N,8/21/2014,8/22/2014,8/22/2014,,BART_068.20140821.IB.01,BART_068.20140821.ib.01,N,invert bycatch,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_068,S,8/21/2014,8/22/2014,8/22/2014,,BART_068.S.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
D01,BART,BART_068,N,8/21/2014,8/22/2014,8/22/2014,,BART_068.N.20140821.OC.01,,Y,other carabid,,,,NA,,NA,NA,NA,,IPTKIJlOlynEsXdNtjpcReVD3gBTCRSH,NA,0
