domainID,siteID,plotID,trapID,collectDate,etOHChangeDate,processingDate,identifiedDate,associatedSampleID,sampleID,targetTaxaPresent,sampleType,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,individualCount,identificationReferences,identifiedBy,recordedBy,remarks,duplicateSampleIDQF
D02,SCBI,SCBI_033,S,6/11/2014,6/11/2014,10/17/2014,10/17/2014,SCBI_033.S.20140611.CHLAES.01,SCBI_033.S.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,1,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,This beetle is pinned,0
D02,SCBI,SCBI_012,W,6/11/2014,6/11/2014,10/1/2014,10/1/2014,SCBI_012.W.20140611.CHLAES.01,SCBI_012.W.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,1,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,This beetle is pinned,0
D02,SCBI,SCBI_012,E,6/11/2014,6/11/2014,10/1/2014,10/1/2014,SCBI_012.E.20140611.CHLAES.01,SCBI_012.E.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,1,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,This beetle was pinned,0
D02,SCBI,SCBI_012,N,6/11/2014,6/11/2014,10/1/2014,10/1/2014,SCBI_012.N.20140611.CHLAES.01,SCBI_012.N.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,1,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,This beetle was pinned,0
D02,SCBI,SCBI_008,N,6/11/2014,6/11/2014,10/3/2014,10/3/2014,SCBI_008.N.20140611.CHLEMA.01,SCBI_008.N.20140611.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,9,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,S,6/11/2014,6/11/2014,10/3/2014,10/3/2014,SCBI_008.S.20140611.CHLEMA.01,SCBI_008.S.20140611.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,4,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,E,6/11/2014,6/11/2014,10/3/2014,10/3/2014,SCBI_008.E.20140611.CHLAES.01,SCBI_008.E.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,7,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,W,6/11/2014,6/11/2014,10/3/2014,10/3/2014,SCBI_008.W.20140611.CHLEMA.01,SCBI_008.W.20140611.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,5,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,W,6/11/2014,6/11/2014,10/3/2014,10/3/2014,SCBI_008.W.20140611.CHLAES.01,SCBI_008.W.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,18,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,N,6/11/2014,6/11/2014,10/1/2014,10/1/2014,SCBI_008.N.20140611.CHLAES.01,SCBI_008.N.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,23,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,S,6/11/2014,6/11/2014,10/3/2014,10/3/2014,SCBI_008.S.20140611.CHLAES.01,SCBI_008.S.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,14,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,E,6/11/2014,6/11/2014,10/3/2014,10/3/2014,SCBI_008.E.20140611.CHLEMA.01,SCBI_008.E.20140611.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,2,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_002,N,6/11/2014,6/11/2014,10/1/2014,10/1/2014,SCBI_002.N.20140611.CHLAES.01,SCBI_002.N.20140611.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,5,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_002,N,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_002.N.20140624.CHLAES.01,SCBI_002.N.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,14,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_005,W,6/24/2014,6/25/2014,10/3/2014,10/3/2014,SCBI_005.W.20140624.CHLAES.01,SCBI_005.W.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,1,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,This beetle was pinned,0
D02,SCBI,SCBI_005,N,6/24/2014,6/25/2014,10/3/2014,10/3/2014,SCBI_005.N.20140624.CHLAES.01,SCBI_005.N.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,2,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,These beetles were pinned,0
D02,SCBI,SCBI_004,E,6/24/2014,6/25/2014,10/28/2014,10/28/2014,SCBI_004.E.20140624.CHLEMA.01,SCBI_004.E.20140624.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,1,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,This beetle was pinned,0
D02,SCBI,SCBI_004,E,6/24/2014,6/25/2014,10/3/2014,10/3/2014,SCBI_004.E.20140624.CHLAES.01,SCBI_004.E.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,3,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,These beetles are pinned,0
D02,SCBI,SCBI_033,E,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_033.E.20140624.CHLAES.01,SCBI_033.E.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,1,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_010,W,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_010.W.20140624.CHLAES.01,SCBI_010.W.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,1,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_010,N,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_010.N.20140624.CHLAES.01,SCBI_010.N.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,16,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_010,S,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_010.S.20140624.CHLAES.01,SCBI_010.S.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,4,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_010,E,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_010.E.20140624.CHLAES.01,SCBI_010.E.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,7,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_008,W,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_008.W.20140624.CHLAES.01,SCBI_008.W.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,4,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_008,N,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_008.N.20140624.CHLAES.01,SCBI_008.N.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,10,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_008,E,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_008.E.20140624.CHLAES.01,SCBI_008.E.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,3,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_008,W,6/24/2014,6/25/2014,10/3/2014,10/3/2014,SCBI_008.W.20140624.CHLEMA.01,SCBI_008.W.20140624.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,7,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,S,6/24/2014,6/25/2014,10/3/2014,10/3/2014,SCBI_008.S.20140624.CHLEMA.01,SCBI_008.S.20140624.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,5,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,N,6/24/2014,6/25/2014,10/3/2014,10/3/2014,SCBI_008.N.20140624.CHLEMA.01,SCBI_008.N.20140624.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,2,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_008,S,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_008.S.20140624.CHLAES.01,SCBI_008.S.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,2,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
D02,SCBI,SCBI_007,E,6/24/2014,6/25/2014,10/3/2014,10/3/2014,SCBI_007.E.20140624.CHLEMA.01,SCBI_007.E.20140624.CHLEMA.01,Y,common carabid,CHLEMA,Chlaenius emarginatus,species,NA,Say,NA,2,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,All individuals were pinned,0
D02,SCBI,SCBI_007,S,6/24/2014,6/25/2014,6/26/2014,6/26/2014,SCBI_007.S.20140624.CHLAES.01,SCBI_007.S.20140624.CHLAES.01,Y,common carabid,CHLAES,Chlaenius aestivus,species,NA,Say,NA,6,"Bousquet, Y. 2010. Illustrated Identification Guide to Adults and Larvae of Northeastern North American Ground Beetles (Coleoptera: Carabidae). 1st Ed. Pensoft Publishers, Sofia, Bulgaria.",wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,wYCqaZcA+7slXlj5N/mM6vobrh4QDptp,,0
