uid,domainID,siteID,plotID,trapID,collectDate,processingDate,identifiedDate,sampleID,individualID,specimenSource,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,identificationReferences,identifiedBy,recordedBy,remarks,duplicateIndividualIDQF
F48B9181AEE643FA9D62F652D00D44E1,D01,BART,BART_028,W,7/10/2014,7/11/2014,10/3/2014,BART_028.W.20140710.oc,NEON.BET.D01.000911,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
C00023E861854B3B9679E05D81508AB0,D01,BART,BART_028,W,7/10/2014,7/11/2014,10/3/2014,BART_028.W.20140710.oc,NEON.BET.D01.000717,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
DBA023696CFD44A1BFA299C5FDDA939C,D01,BART,BART_028,E,7/10/2014,7/11/2014,10/7/2014,BART_028.E.20140710.oc,NEON.BET.D01.000737,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
BAA724C6AC744E3AB1EA035E3A48FEC1,D01,BART,BART_028,N,7/10/2014,7/11/2014,9/29/2014,BART_028.N.20140710.oc,NEON.BET.D01.000484,vial of pooled individuals,SPHCAN1,Sphaeroderus canadensis canadensis,subspecies,,Chaudoir,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
A8FC4813B7E848BF8A7BDFC2A35E4932,D01,BART,BART_028,S,7/10/2014,7/11/2014,10/9/2014,BART_028.S.20140710.oc,NEON.BET.D01.001355,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
AECDFA7EBA454E8DB81FD5E0FA6F69E5,D01,BART,BART_028,S,7/10/2014,7/11/2014,10/9/2014,BART_028.S.20140710.oc,NEON.BET.D01.001363,vial of pooled individuals,SYNIMP,Synuchus impunctatus,species,,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
404CCF7E4C8745949B48FA8B6C31DEEF,D01,BART,BART_028,S,7/10/2014,7/11/2014,10/9/2014,BART_028.S.20140710.oc,NEON.BET.D01.001367,vial of pooled individuals,CALING,Calathus ingratus,species,,Dejean,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
6D9579955E28436B95ADABFFF62491D2,D01,BART,BART_028,N,7/10/2014,7/11/2014,10/7/2014,BART_028.N.20140710.oc,NEON.BET.D01.000965,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
4964A23AE9594B7685E6B3AB89FB3639,D01,BART,BART_028,S,7/10/2014,7/11/2014,10/7/2014,BART_028.S.20140710.oc,NEON.BET.D01.000799,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
576D708E0B7549028B851158B8A6CD7A,D01,BART,BART_028,E,7/10/2014,7/11/2014,10/7/2014,BART_028.E.20140710.oc,NEON.BET.D01.000894,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
E308E6E9718342BCB100A1CEF95C1A0D,D01,BART,BART_028,S,7/10/2014,7/11/2014,10/3/2014,BART_028.S.20140710.oc,NEON.BET.D01.000898,vial of pooled individuals,PTEROS,Pterostichus rostratus,species,,Newman,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
450BBCD687524FE7A90E8C86D5008F57,D01,BART,BART_028,E,7/10/2014,7/11/2014,10/7/2014,BART_028.E.20140710.oc,NEON.BET.D01.000887,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
F0B646F9ECC94FC5B441BB4D100DEBEB,D01,BART,BART_028,S,7/10/2014,7/11/2014,10/9/2014,BART_028.S.20140710.oc,NEON.BET.D01.001328,vial of pooled individuals,CYMNEG,Cymindis neglecta,species,,Haldeman,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
759465204E9A46C099C83559928E266D,D01,BART,BART_066,E,7/10/2014,7/11/2014,10/8/2014,BART_066.E.20140710.oc,NEON.BET.D01.001128,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
ECCC1A4CBEC949A6A87E17F3BCD10EA2,D01,BART,BART_066,E,7/10/2014,7/11/2014,10/7/2014,BART_066.E.20140710.oc,NEON.BET.D01.000920,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
156505AB0BEA4DE589E796C43AFC774D,D01,BART,BART_066,E,7/10/2014,7/11/2014,10/9/2014,BART_066.E.20140710.oc,NEON.BET.D01.001185,vial of pooled individuals,AGORET,Agonum retractum,species,,LeConte,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
835D2CC2381540D99B9D41473B0B57E8,D01,BART,BART_066,W,7/10/2014,7/11/2014,10/7/2014,BART_066.W.20140710.oc,NEON.BET.D01.000880,vial of pooled individuals,PTEADO,Pterostichus adoxus,species,cf. species,Say,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
DDA8B91BD6754ABF9F1A066C6A734864,D01,BART,BART_066,E,7/10/2014,7/11/2014,10/9/2014,BART_066.E.20140710.oc,NEON.BET.D01.001254,vial of pooled individuals,AGORET,Agonum retractum,species,,LeConte,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
D0F6BD3A0E6440A5BA63CB0FD477B379,D01,BART,BART_066,N,7/10/2014,7/11/2014,9/29/2014,BART_066.N.20140710.oc,NEON.BET.D01.000490,vial of pooled individuals,SCASP11,Scaphinotus sp.,genus,,Dejean,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,"Specimen was identified as S. viduus, which is not an option in taxon lookup table.",0
D437CE53CD204C669B1DC01E368AF029,D01,BART,BART_066,E,7/10/2014,7/11/2014,10/8/2014,BART_066.E.20140710.oc,NEON.BET.D01.001112,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
C3630B27F6134F63A791F6A30809B47D,D01,BART,BART_066,E,7/10/2014,7/11/2014,10/8/2014,BART_066.E.20140710.oc,NEON.BET.D01.001108,vial of pooled individuals,PTECOR1,Pterostichus coracinus,species,,Newman,,"Lindroth C.H., 1969.  The Ground Beetles of Canada and Alaska; Parts 1-6.  Opuscula Entomol. Suppl. 20; 24; 29; 33; 34.",o4x/pCw14pnPs7REA1xyRDUo767y8AEN,4v8Iip1UQDTps5xXBZKHaW3WZMLzxe+m,,0
